,Recall,Concept,Precision,F1Score,NumExp,Pattern Complexity,CPR,Encoding,Examples,TH,Accuracy,PC
2551,66.0,Level Door,87.77,75.34,5,,232.17000000000002,Classifier,[351 493 525 366 585],0.5,78.4,10.0
2552,58.8,Green Door,63.64,61.12,5,,185.04000000000002,Classifier,[604 784 839 619 822],0.2,62.6,10.0
2553,38.0,Green Door,73.64,50.13,5,,173.84,Classifier,[604 784 839 619 822],0.5,62.2,10.0
2554,46.8,Key Door,57.07,51.43,5,,159.67000000000002,Classifier,[ 864  991  990  856 1027],0.2,55.8,10.0
2555,22.4,Key Door,62.92,33.04,5,,139.92000000000002,Classifier,[ 864  991  990  856 1027],0.5,54.6,10.0
2556,84.8,Other Door,70.67,77.09,5,,230.26999999999998,Classifier,[1336 1118 1178 1242 1304],0.2,74.8,10.0
2557,58.8,Other Door,90.74,71.36,5,,225.94,Classifier,[1336 1118 1178 1242 1304],0.5,76.4,10.0
2558,51.6,Key,67.89,58.63,5,,183.09,Classifier,[1076 1063  253  324  258],0.2,63.6,10.0
2559,35.6,Key,72.95,47.85,5,,169.75,Classifier,[1076 1063  253  324  258],0.5,61.2,10.0
2560,56.0,Orb,67.31,61.14,5,,187.71,Classifier,[1327  569  183  588 1008],0.2,64.4,10.0
2561,20.8,Orb,70.27,32.1,5,,147.07,Classifier,[1327  569  183  588 1008],0.5,56.0,10.0
2562,70.57,No Door,53.81,61.06,5,,179.38,Random,[335  43 287 119 240],0.2,55.0,10.0
2563,15.43,No Door,56.84,24.27,5,,124.13,Random,[335  43 287 119 240],0.5,51.86,10.0
2564,72.8,Level Door,48.53,58.24,5,,169.13,Random,[478 465 488 396 588],0.2,47.8,10.0
2565,14.0,Level Door,56.45,22.44,5,,122.05000000000001,Random,[478 465 488 396 588],0.5,51.6,10.0
2566,42.4,Green Door,52.22,46.8,5,,146.42,Random,[647 758 630 619 646],0.2,51.8,10.0
2567,19.2,Green Door,67.61,29.91,5,,141.81,Random,[647 758 630 619 646],0.5,55.0,10.0
2568,45.2,Key Door,52.31,48.5,5,,149.51,Random,[ 862  861 1073 1043  919],0.2,52.0,10.0
2569,19.2,Key Door,60.0,29.09,5,,132.4,Random,[ 862  861 1073 1043  919],0.5,53.2,10.0
2570,52.8,Other Door,50.97,51.87,5,,154.76999999999998,Random,[1142 1221 1120 1207 1183],0.2,51.0,10.0
2571,12.0,Other Door,49.18,19.29,5,,110.97999999999999,Random,[1142 1221 1120 1207 1183],0.5,49.8,10.0
2572,68.4,Key,51.98,59.07,5,,172.98000000000002,Random,[ 840 1062  212 1062 1099],0.2,52.6,10.0
2573,16.0,Key,56.34,24.92,5,,124.14,Random,[ 840 1062  212 1062 1099],0.5,51.8,10.0
2574,66.0,Orb,52.05,58.2,5,,170.65,Random,[1328  599 1015  198  168],0.2,52.6,10.0
2575,18.8,Orb,52.22,27.65,5,,121.82,Random,[1328  599 1015  198  168],0.5,50.8,10.0
2576,21.71,No Door,67.26,32.82,5,,144.54000000000002,Agent,[135 348 255 116  20],0.2,55.57,10.0
2577,0.29,No Door,100.0,0.58,5,,150.42999999999998,Agent,[135 348 255 116  20],0.5,50.14,10.0
2578,52.8,Level Door,85.71,65.35,5,,210.51,Agent,[464 388 572 399 517],0.2,72.0,10.0
2579,31.2,Level Door,98.73,47.42,5,,195.32999999999998,Agent,[464 388 572 399 517],0.5,65.4,10.0
2580,64.4,Green Door,64.66,64.53,5,,193.66,Agent,[638 667 781 808 686],0.2,64.6,10.0
2581,38.4,Green Door,72.18,50.13,5,,172.38000000000002,Agent,[638 667 781 808 686],0.5,61.8,10.0
2582,19.2,Key Door,66.67,29.81,5,,140.67,Agent,[ 916 1015 1097  874 1048],0.2,54.8,10.0
2583,0.0,Key Door,0.0,0.0,5,,0.0,Agent,[ 916 1015 1097  874 1048],0.5,50.0,10.0
2584,55.2,Other Door,62.16,58.47,5,,178.16,Agent,[1221 1191 1253 1336 1236],0.2,60.8,10.0
2585,17.2,Other Door,82.69,28.48,5,,156.69,Agent,[1221 1191 1253 1336 1236],0.5,56.8,10.0
2586,37.2,Key,52.84,43.66,5,,142.04000000000002,Agent,[ 323 1057  836  225  332],0.2,52.0,10.0
2587,10.4,Key,57.78,17.63,5,,119.58000000000001,Agent,[ 323 1057  836  225  332],0.5,51.4,10.0
2588,64.8,Orb,86.63,74.14,5,,228.82999999999998,Agent,[1042 1323  153 1033  169],0.2,77.4,10.0
2589,28.8,Orb,83.72,42.86,5,,174.12,Agent,[1042 1323  153 1033  169],0.5,61.6,10.0
2590,50.57,No Door,49.03,49.79,5,,148.6,Autoencoder,[169 303 166 168 134],0.2,49.0,10.0
2591,27.43,No Door,57.14,37.07,5,,138.0,Autoencoder,[169 303 166 168 134],0.5,53.43,10.0
2592,59.2,Level Door,55.64,57.36,5,,170.84,Autoencoder,[477 513 494 456 475],0.2,56.0,10.0
2593,17.2,Level Door,56.58,26.38,5,,125.78,Autoencoder,[477 513 494 456 475],0.5,52.0,10.0
2594,51.6,Green Door,57.85,54.55,5,,166.45,Autoencoder,[786 657 793 768 757],0.2,57.0,10.0
2595,29.2,Green Door,65.18,40.33,5,,151.18,Autoencoder,[786 657 793 768 757],0.5,56.8,10.0
2596,48.8,Key Door,50.62,49.69,5,,150.01999999999998,Autoencoder,[1042 1080  948 1083 1015],0.2,50.6,10.0
2597,17.6,Key Door,46.32,25.51,5,,112.52000000000001,Autoencoder,[1042 1080  948 1083 1015],0.5,48.6,10.0
2598,71.6,Other Door,60.88,65.81,5,,195.28,Autoencoder,[1295 1311 1165 1223 1226],0.2,62.8,10.0
2599,49.2,Other Door,68.33,57.21,5,,180.73000000000002,Autoencoder,[1295 1311 1165 1223 1226],0.5,63.2,10.0
2600,59.6,Key,59.13,59.36,5,,177.93,Autoencoder,[825 285 235 212 231],0.2,59.2,10.0
2601,28.4,Key,52.59,36.88,5,,132.39000000000001,Autoencoder,[825 285 235 212 231],0.5,51.4,10.0
2602,61.6,Orb,49.84,55.1,5,,161.24,Autoencoder,[1001 1017  566 1005 1331],0.2,49.8,10.0
2603,29.2,Orb,56.15,38.42,5,,138.54999999999998,Autoencoder,[1001 1017  566 1005 1331],0.5,53.2,10.0
2604,65.71,No Door,70.77,68.15,5,,205.76999999999998,Classifier,[144  59 307  20  73],0.2,69.29,10.0
2605,44.86,No Door,78.89,57.2,5,,190.18,Classifier,[144  59 307  20  73],0.5,66.43,10.0
2606,87.2,Level Door,77.3,81.95,5,,245.3,Classifier,[452 555 360 488 511],0.2,80.8,10.0
2607,71.2,Level Door,93.68,80.91,5,,248.07999999999998,Classifier,[452 555 360 488 511],0.5,83.2,10.0
2608,73.6,Green Door,61.74,67.15,5,,199.34,Classifier,[653 648 849 666 663],0.2,64.0,10.0
2609,33.6,Green Door,77.06,46.8,5,,172.46,Classifier,[653 648 849 666 663],0.5,61.8,10.0
2610,50.8,Key Door,64.8,56.95,5,,177.2,Classifier,[1038 1062 1006  900  864],0.2,61.6,10.0
2611,28.0,Key Door,73.68,40.58,5,,160.68,Classifier,[1038 1062 1006  900  864],0.5,59.0,10.0
2612,86.0,Other Door,72.64,78.76,5,,235.44,Classifier,[1217 1271 1125 1118 1133],0.2,76.8,10.0
2613,59.2,Other Door,91.93,72.02,5,,228.13,Classifier,[1217 1271 1125 1118 1133],0.5,77.0,10.0
2614,52.4,Key,66.16,58.48,5,,181.35999999999999,Classifier,[305 265 329 318 322],0.2,62.8,10.0
2615,18.8,Key,75.81,30.13,5,,151.01000000000002,Classifier,[305 265 329 318 322],0.5,56.4,10.0
2616,52.8,Orb,57.89,55.23,5,,167.89,Classifier,[ 567 1000 1033  197  553],0.2,57.2,10.0
2617,14.4,Orb,67.92,23.76,5,,136.12,Classifier,[ 567 1000 1033  197  553],0.5,53.8,10.0
2618,39.14,No Door,47.74,43.01,5,,135.01999999999998,Random,[241 222  46 276  54],0.2,48.14,10.0
2619,13.71,No Door,50.0,21.52,5,,113.71000000000001,Random,[241 222  46 276  54],0.5,50.0,10.0
2620,47.2,Level Door,47.77,47.48,5,,142.76999999999998,Random,[407 579 538 440 593],0.2,47.8,10.0
2621,18.4,Level Door,51.11,27.06,5,,119.91,Random,[407 579 538 440 593],0.5,50.4,10.0
2622,62.8,Green Door,53.77,57.94,5,,170.97,Random,[624 637 826 758 743],0.2,54.4,10.0
2623,21.2,Green Door,58.89,31.18,5,,133.29,Random,[624 637 826 758 743],0.5,53.2,10.0
2624,60.8,Key Door,48.72,54.09,5,,157.92000000000002,Random,[ 927 1083  911  909  950],0.2,48.4,10.0
2625,14.8,Key Door,46.84,22.49,5,,110.64,Random,[ 927 1083  911  909  950],0.5,49.0,10.0
2626,55.2,Other Door,50.74,52.88,5,,156.74,Random,[1305 1100 1108 1300 1133],0.2,50.8,10.0
2627,21.6,Other Door,52.94,30.68,5,,125.74000000000001,Random,[1305 1100 1108 1300 1133],0.5,51.2,10.0
2628,50.4,Key,47.91,49.12,5,,146.10999999999999,Random,[ 828  826  231 1061  333],0.2,47.8,10.0
2629,17.2,Key,44.33,24.78,5,,109.33,Random,[ 828  826  231 1061  333],0.5,47.8,10.0
2630,61.6,Orb,49.36,54.8,5,,160.16,Random,[1003 1018  759  557  564],0.2,49.2,10.0
2631,20.8,Orb,56.52,30.41,5,,129.72,Random,[1003 1018  759  557  564],0.5,52.4,10.0
2632,30.29,No Door,53.81,38.76,5,,136.24,Agent,[226 325 225  53  71],0.2,52.14,10.0
2633,12.0,No Door,75.0,20.69,5,,141.0,Agent,[226 325 225  53  71],0.5,54.0,10.0
2634,50.0,Level Door,58.96,54.11,5,,166.56,Agent,[546 565 378 531 550],0.2,57.6,10.0
2635,23.2,Level Door,61.7,33.72,5,,139.29999999999998,Agent,[546 565 378 531 550],0.5,54.4,10.0
2636,48.0,Green Door,69.36,56.74,5,,180.76,Agent,[823 632 804 838 655],0.2,63.4,10.0
2637,8.0,Green Door,80.0,14.55,5,,141.0,Agent,[823 632 804 838 655],0.5,53.0,10.0
2638,28.4,Key Door,50.0,36.22,5,,128.4,Agent,[1050 1003  925  872  996],0.2,50.0,10.0
2639,10.0,Key Door,58.14,17.06,5,,119.53999999999999,Agent,[1050 1003  925  872  996],0.5,51.4,10.0
2640,49.6,Other Door,77.99,60.64,5,,195.39,Agent,[1268 1119 1294 1256 1194],0.2,67.8,10.0
2641,20.8,Other Door,94.55,34.1,5,,175.15,Agent,[1268 1119 1294 1256 1194],0.5,59.8,10.0
2642,44.8,Key,67.88,53.98,5,,174.48000000000002,Agent,[ 254  238  814  332 1074],0.2,61.8,10.0
2643,8.8,Key,75.86,15.77,5,,137.66000000000003,Agent,[ 254  238  814  332 1074],0.5,53.0,10.0
2644,72.0,Orb,79.3,75.47,5,,227.89999999999998,Agent,[ 187  567  594 1337  570],0.2,76.6,10.0
2645,29.2,Orb,87.95,43.84,5,,179.75,Agent,[ 187  567  594 1337  570],0.5,62.6,10.0
2646,60.86,No Door,62.65,61.74,5,,185.8,Autoencoder,[340   7  81 303 322],0.2,62.29,10.0
2647,32.86,No Door,70.55,44.84,5,,162.98000000000002,Autoencoder,[340   7  81 303 322],0.5,59.57,10.0
2648,64.8,Level Door,53.29,58.48,5,,172.08999999999997,Autoencoder,[413 367 353 505 542],0.2,54.0,10.0
2649,24.0,Level Door,48.78,32.17,5,,122.18,Autoencoder,[413 367 353 505 542],0.5,49.4,10.0
2650,57.2,Green Door,54.17,55.64,5,,165.76999999999998,Autoencoder,[732 809 627 815 677],0.2,54.4,10.0
2651,28.8,Green Door,59.5,38.81,5,,142.9,Autoencoder,[732 809 627 815 677],0.5,54.6,10.0
2652,71.2,Key Door,56.69,63.12,5,,186.29000000000002,Autoencoder,[1026 1071  984 1090 1005],0.2,58.4,10.0
2653,55.6,Key Door,64.95,59.91,5,,183.35,Autoencoder,[1026 1071  984 1090 1005],0.5,62.8,10.0
2654,68.4,Other Door,55.88,61.51,5,,181.48000000000002,Autoencoder,[1342 1112 1349 1123 1216],0.2,57.2,10.0
2655,34.0,Other Door,66.41,44.97,5,,158.81,Autoencoder,[1342 1112 1349 1123 1216],0.5,58.4,10.0
2656,46.0,Key,47.33,46.66,5,,140.73,Autoencoder,[313 808 219 336 218],0.2,47.4,10.0
2657,24.0,Key,43.48,30.93,5,,113.88,Autoencoder,[313 808 219 336 218],0.5,46.4,10.0
2658,71.2,Orb,58.94,64.49,5,,190.94,Autoencoder,[ 164 1322  166 1327  591],0.2,60.8,10.0
2659,37.6,Orb,66.67,48.08,5,,163.67,Autoencoder,[ 164 1322  166 1327  591],0.5,59.4,10.0
2660,51.43,No Door,54.71,53.02,5,,160.57,Classifier,[ 76 242 183  45  73],0.2,54.43,10.0
2661,23.14,No Door,61.83,33.68,5,,139.39999999999998,Classifier,[ 76 242 183  45  73],0.5,54.43,10.0
2662,86.0,Level Door,72.64,78.76,5,,235.44,Classifier,[403 521 488 583 575],0.2,76.8,10.0
2663,68.0,Level Door,96.59,79.81,5,,247.39,Classifier,[403 521 488 583 575],0.5,82.8,10.0
2664,74.0,Green Door,67.77,70.75,5,,211.17000000000002,Classifier,[723 821 641 646 820],0.2,69.4,10.0
2665,46.8,Green Door,72.67,56.93,5,,184.07,Classifier,[723 821 641 646 820],0.5,64.6,10.0
2666,56.0,Key Door,61.14,58.46,5,,177.34,Classifier,[1001  999  927 1048 1089],0.2,60.2,10.0
2667,22.8,Key Door,64.77,33.73,5,,142.77,Classifier,[1001  999  927 1048 1089],0.5,55.2,10.0
2668,84.8,Other Door,72.11,77.94,5,,232.91000000000003,Classifier,[1144 1261 1148 1332 1217],0.2,76.0,10.0
2669,62.4,Other Door,89.66,73.59,5,,229.66,Classifier,[1144 1261 1148 1332 1217],0.5,77.6,10.0
2670,41.2,Key,65.61,50.62,5,,166.61,Classifier,[1073  344  338  837  217],0.2,59.8,10.0
2671,26.4,Key,73.33,38.82,5,,158.13,Classifier,[1073  344  338  837  217],0.5,58.4,10.0
2672,66.4,Orb,65.1,65.74,5,,196.9,Classifier,[ 559 1309  587 1022 1040],0.2,65.4,10.0
2673,30.0,Orb,83.33,44.12,5,,175.32999999999998,Classifier,[ 559 1309  587 1022 1040],0.5,62.0,10.0
2674,59.43,No Door,49.64,54.1,5,,158.64000000000001,Random,[177 146 301 252 217],0.2,49.57,10.0
2675,21.14,No Door,56.06,30.7,5,,129.49,Random,[177 146 301 252 217],0.5,52.29,10.0
2676,59.6,Level Door,48.69,53.6,5,,156.69,Random,[435 575 477 372 587],0.2,48.4,10.0
2677,18.4,Level Door,54.76,27.54,5,,124.75999999999999,Random,[435 575 477 372 587],0.5,51.6,10.0
2678,62.8,Green Door,51.99,56.89,5,,167.19,Random,[845 610 777 709 821],0.2,52.4,10.0
2679,15.6,Green Door,52.0,24.0,5,,118.19999999999999,Random,[845 610 777 709 821],0.5,50.6,10.0
2680,57.2,Key Door,50.89,53.86,5,,159.09,Random,[1088  979 1093 1005  987],0.2,51.0,10.0
2681,15.2,Key Door,44.71,22.69,5,,108.11,Random,[1088  979 1093 1005  987],0.5,48.2,10.0
2682,57.2,Other Door,51.62,54.27,5,,160.62,Random,[1141 1163 1196 1334 1276],0.2,51.8,10.0
2683,21.6,Other Door,56.25,31.21,5,,130.25,Random,[1141 1163 1196 1334 1276],0.5,52.4,10.0
2684,69.6,Key,53.05,60.21,5,,176.64999999999998,Random,[816 259 287 826 299],0.2,54.0,10.0
2685,20.4,Key,58.62,30.27,5,,132.02,Random,[816 259 287 826 299],0.5,53.0,10.0
2686,67.2,Orb,50.91,57.93,5,,169.31,Random,[1005 1332 1024  571  793],0.2,51.2,10.0
2687,12.8,Orb,45.07,19.94,5,,106.47,Random,[1005 1332 1024  571  793],0.5,48.6,10.0
2688,19.43,No Door,56.2,28.88,5,,127.77000000000001,Agent,[103 134 199 233 280],0.2,52.14,10.0
2689,0.29,No Door,100.0,0.58,5,,150.42999999999998,Agent,[103 134 199 233 280],0.5,50.14,10.0
2690,64.8,Level Door,79.41,71.36,5,,218.20999999999998,Agent,[575 440 427 452 413],0.2,74.0,10.0
2691,37.6,Level Door,87.04,52.51,5,,190.64000000000001,Agent,[575 440 427 452 413],0.5,66.0,10.0
2692,62.0,Green Door,65.96,63.92,5,,192.95999999999998,Agent,[666 677 809 744 730],0.2,65.0,10.0
2693,42.4,Green Door,79.7,55.35,5,,187.9,Agent,[666 677 809 744 730],0.5,65.8,10.0
2694,38.0,Key Door,48.47,42.6,5,,135.26999999999998,Agent,[ 865 1010  872  960 1036],0.2,48.8,10.0
2695,6.4,Key Door,31.37,10.63,5,,83.97000000000001,Agent,[ 865 1010  872  960 1036],0.5,46.2,10.0
2696,54.4,Other Door,73.12,62.39,5,,194.72,Agent,[1215 1106 1158 1276 1231],0.2,67.2,10.0
2697,32.4,Other Door,92.05,47.93,5,,189.25,Agent,[1215 1106 1158 1276 1231],0.5,64.8,10.0
2698,41.6,Key,62.65,50.0,5,,162.65,Agent,[1050  823  323 1091  264],0.2,58.4,10.0
2699,16.4,Key,71.93,26.71,5,,143.33,Agent,[1050  823  323 1091  264],0.5,55.0,10.0
2700,47.2,Orb,61.46,53.39,5,,167.45999999999998,Agent,[ 574  764 1036 1044  784],0.2,58.8,10.0
2701,28.4,Orb,71.72,40.69,5,,158.72,Agent,[ 574  764 1036 1044  784],0.5,58.6,10.0
2702,53.71,No Door,53.71,53.71,5,,161.13,Autoencoder,[182 196 122 228 272],0.2,53.71,10.0
2703,19.71,No Door,48.59,28.04,5,,117.73000000000002,Autoencoder,[182 196 122 228 272],0.5,49.43,10.0
2704,46.8,Level Door,51.32,48.96,5,,149.32,Autoencoder,[407 486 434 566 403],0.2,51.2,10.0
2705,26.0,Level Door,57.52,35.81,5,,136.92000000000002,Autoencoder,[407 486 434 566 403],0.5,53.4,10.0
2706,52.0,Green Door,55.32,53.61,5,,162.32,Autoencoder,[604 818 838 751 793],0.2,55.0,10.0
2707,27.6,Green Door,62.73,38.33,5,,145.93,Autoencoder,[604 818 838 751 793],0.5,55.6,10.0
2708,62.0,Key Door,55.96,58.83,5,,174.56,Autoencoder,[ 873  912 1068  854 1077],0.2,56.6,10.0
2709,27.2,Key Door,59.13,37.26,5,,140.53,Autoencoder,[ 873  912 1068  854 1077],0.5,54.2,10.0
2710,72.8,Other Door,63.86,68.04,5,,202.45999999999998,Autoencoder,[1139 1136 1268 1116 1154],0.2,65.8,10.0
2711,50.8,Other Door,70.17,58.93,5,,185.57,Autoencoder,[1139 1136 1268 1116 1154],0.5,64.6,10.0
2712,74.4,Key,54.07,62.63,5,,184.07,Autoencoder,[ 278 1068  837  228  211],0.2,55.6,10.0
2713,21.6,Key,56.84,31.3,5,,131.04,Autoencoder,[ 278 1068  837  228  211],0.5,52.6,10.0
2714,62.0,Orb,65.4,63.65,5,,192.0,Autoencoder,[ 556 1025  796 1003 1326],0.2,64.6,10.0
2715,30.0,Orb,65.79,41.21,5,,152.99,Autoencoder,[ 556 1025  796 1003 1326],0.5,57.2,10.0
2716,52.86,No Door,55.39,54.1,5,,163.39,Classifier,[211 175 302   7 103],0.2,55.14,10.0
2717,24.57,No Door,59.72,34.82,5,,138.29,Classifier,[211 175 302   7 103],0.5,54.0,10.0
2718,86.8,Level Door,78.06,82.2,5,,246.06,Classifier,[509 453 455 412 433],0.2,81.2,10.0
2719,66.0,Level Door,97.06,78.57,5,,245.06,Classifier,[509 453 455 412 433],0.5,82.0,10.0
2720,82.0,Green Door,67.21,73.87,5,,220.20999999999998,Classifier,[677 603 846 734 614],0.2,71.0,10.0
2721,60.0,Green Door,75.76,66.97,5,,206.16000000000003,Classifier,[677 603 846 734 614],0.5,70.4,10.0
2722,52.4,Key Door,57.46,54.81,5,,166.66,Classifier,[1096 1013  950  985 1096],0.2,56.8,10.0
2723,11.6,Key Door,55.77,19.21,5,,118.57,Classifier,[1096 1013  950  985 1096],0.5,51.2,10.0
2724,83.6,Other Door,74.38,78.72,5,,235.38,Classifier,[1338 1262 1205 1102 1145],0.2,77.4,10.0
2725,60.0,Other Door,89.82,71.94,5,,226.42,Classifier,[1338 1262 1205 1102 1145],0.5,76.6,10.0
2726,54.0,Key,56.72,55.33,5,,167.12,Classifier,[281 823 299 307 205],0.2,56.4,10.0
2727,26.8,Key,58.77,36.81,5,,139.57000000000002,Classifier,[281 823 299 307 205],0.5,54.0,10.0
2728,65.6,Orb,60.74,63.08,5,,187.94,Classifier,[ 766  165 1015  550  196],0.2,61.6,10.0
2729,16.8,Orb,73.68,27.36,5,,145.88000000000002,Classifier,[ 766  165 1015  550  196],0.5,55.4,10.0
2730,60.29,No Door,50.97,55.24,5,,162.4,Random,[341 143  91  64  80],0.2,51.14,10.0
2731,19.14,No Door,54.92,28.39,5,,125.77,Random,[341 143  91  64  80],0.5,51.71,10.0
2732,61.2,Level Door,48.73,54.26,5,,158.32999999999998,Random,[506 383 509 561 383],0.2,48.4,10.0
2733,16.8,Level Door,50.0,25.15,5,,116.8,Random,[506 383 509 561 383],0.5,50.0,10.0
2734,64.0,Green Door,50.96,56.74,5,,166.16,Random,[826 809 607 799 830],0.2,51.2,10.0
2735,20.4,Green Door,57.3,30.09,5,,130.3,Random,[826 809 607 799 830],0.5,52.6,10.0
2736,60.0,Key Door,50.17,54.65,5,,160.37,Random,[ 980  887 1051  980  973],0.2,50.2,10.0
2737,18.0,Key Door,52.33,26.79,5,,121.13,Random,[ 980  887 1051  980  973],0.5,50.8,10.0
2738,63.6,Other Door,52.82,57.71,5,,169.82,Random,[1128 1255 1324 1289 1107],0.2,53.4,10.0
2739,16.4,Other Door,46.07,24.19,5,,111.07,Random,[1128 1255 1324 1289 1107],0.5,48.6,10.0
2740,65.2,Key,51.26,57.4,5,,168.06,Random,[832 242 336 323 806],0.2,51.6,10.0
2741,19.6,Key,54.44,28.82,5,,125.63999999999999,Random,[832 242 336 323 806],0.5,51.6,10.0
2742,63.2,Orb,51.63,56.83,5,,166.82999999999998,Random,[1016 1309 1312 1019  586],0.2,52.0,10.0
2743,17.6,Orb,55.7,26.75,5,,125.1,Random,[1016 1309 1312 1019  586],0.5,51.8,10.0
2744,32.0,No Door,68.29,43.58,5,,158.86,Agent,[330 286 242 204 122],0.2,58.57,10.0
2745,4.86,No Door,85.0,9.19,5,,141.86,Agent,[330 286 242 204 122],0.5,52.0,10.0
2746,63.2,Level Door,81.44,71.17,5,,219.04000000000002,Agent,[419 484 449 544 371],0.2,74.4,10.0
2747,36.4,Level Door,94.79,52.6,5,,198.39000000000001,Agent,[419 484 449 544 371],0.5,67.2,10.0
2748,54.8,Green Door,69.54,61.3,5,,189.74,Agent,[824 734 641 603 706],0.2,65.4,10.0
2749,33.2,Green Door,79.81,46.89,5,,175.41000000000003,Agent,[824 734 641 603 706],0.5,62.4,10.0
2750,42.0,Key Door,58.99,49.07,5,,157.39,Agent,[ 930 1069  850  908 1007],0.2,56.4,10.0
2751,15.6,Key Door,49.37,23.71,5,,114.76999999999998,Agent,[ 930 1069  850  908 1007],0.5,49.8,10.0
2752,36.4,Other Door,59.87,45.27,5,,152.27,Agent,[1208 1274 1233 1329 1335],0.2,56.0,10.0
2753,4.8,Other Door,48.0,8.73,5,,102.6,Agent,[1208 1274 1233 1329 1335],0.5,49.8,10.0
2754,11.2,Key,49.12,18.24,5,,110.11999999999999,Agent,[ 298  826 1098 1097  342],0.2,49.8,10.0
2755,6.8,Key,58.62,12.19,5,,116.42,Agent,[ 298  826 1098 1097  342],0.5,51.0,10.0
2756,68.8,Orb,87.31,76.96,5,,235.51,Agent,[1331  154  567  181  557],0.2,79.4,10.0
2757,35.2,Orb,91.67,50.87,5,,192.87,Agent,[1331  154  567  181  557],0.5,66.0,10.0
2758,62.0,No Door,58.97,60.45,5,,180.4,Autoencoder,[ 80 188  76 193 297],0.2,59.43,10.0
2759,31.14,No Door,62.29,41.52,5,,149.57,Autoencoder,[ 80 188  76 193 297],0.5,56.14,10.0
2760,57.6,Level Door,51.25,54.24,5,,160.25,Autoencoder,[353 481 445 556 579],0.2,51.4,10.0
2761,23.2,Level Door,45.31,30.69,5,,116.11,Autoencoder,[353 481 445 556 579],0.5,47.6,10.0
2762,55.6,Green Door,51.67,53.56,5,,159.07,Autoencoder,[609 844 719 605 820],0.2,51.8,10.0
2763,22.8,Green Door,61.29,33.24,5,,138.29000000000002,Autoencoder,[609 844 719 605 820],0.5,54.2,10.0
2764,28.4,Key Door,36.04,31.77,5,,103.44,Autoencoder,[1041 1025 1058 1016  948],0.2,39.0,10.0
2765,12.8,Key Door,34.78,18.71,5,,91.98,Autoencoder,[1041 1025 1058 1016  948],0.5,44.4,10.0
2766,73.2,Other Door,53.35,61.72,5,,181.15,Autoencoder,[1262 1228 1118 1191 1282],0.2,54.6,10.0
2767,28.4,Other Door,61.74,38.9,5,,145.54,Autoencoder,[1262 1228 1118 1191 1282],0.5,55.4,10.0
2768,61.6,Key,55.4,58.34,5,,173.0,Autoencoder,[ 840  231  322  817 1070],0.2,56.0,10.0
2769,41.2,Key,60.23,48.93,5,,158.43,Autoencoder,[ 840  231  322  817 1070],0.5,57.0,10.0
2770,69.2,Orb,61.79,65.29,5,,194.19,Autoencoder,[1303  582  186  160  766],0.2,63.2,10.0
2771,46.0,Orb,68.05,54.89,5,,176.25,Autoencoder,[1303  582  186  160  766],0.5,62.2,10.0
2772,66.0,No Door,70.43,68.14,5,,205.57,Classifier,[ 34 253 195 305 135],0.2,69.14,10.0
2773,35.43,No Door,78.98,48.92,5,,177.41000000000003,Classifier,[ 34 253 195 305 135],0.5,63.0,10.0
2774,85.6,Level Door,73.79,79.26,5,,236.98999999999998,Classifier,[525 515 500 533 435],0.2,77.6,10.0
2775,58.8,Level Door,94.23,72.41,5,,230.63,Classifier,[525 515 500 533 435],0.5,77.6,10.0
2776,81.2,Green Door,64.44,71.86,5,,213.83999999999997,Classifier,[606 656 806 616 782],0.2,68.2,10.0
2777,43.2,Green Door,80.0,56.1,5,,189.39999999999998,Classifier,[606 656 806 616 782],0.5,66.2,10.0
2778,44.0,Key Door,60.77,51.04,5,,162.57,Classifier,[1082 1013  863 1030 1021],0.2,57.8,10.0
2779,25.2,Key Door,64.95,36.31,5,,145.95,Classifier,[1082 1013  863 1030 1021],0.5,55.8,10.0
2780,74.0,Other Door,60.46,66.55,5,,197.26,Classifier,[1334 1148 1177 1260 1170],0.2,62.8,10.0
2781,36.8,Other Door,74.19,49.2,5,,172.99,Classifier,[1334 1148 1177 1260 1170],0.5,62.0,10.0
2782,60.4,Key,61.38,60.89,5,,182.98000000000002,Classifier,[ 842  215  831 1083  285],0.2,61.2,10.0
2783,26.8,Key,76.14,39.65,5,,162.14000000000001,Classifier,[ 842  215  831 1083  285],0.5,59.2,10.0
2784,52.8,Orb,60.83,56.53,5,,173.02999999999997,Classifier,[ 175  573  161  780 1030],0.2,59.4,10.0
2785,19.6,Orb,72.06,30.82,5,,147.66,Classifier,[ 175  573  161  780 1030],0.5,56.0,10.0
2786,38.0,No Door,49.63,43.04,5,,137.34,Random,[ 56 212 240 127 281],0.2,49.71,10.0
2787,14.86,No Door,53.61,23.27,5,,119.47,Random,[ 56 212 240 127 281],0.5,51.0,10.0
2788,64.4,Level Door,50.16,56.39,5,,164.76,Random,[537 585 476 598 504],0.2,50.2,10.0
2789,17.2,Level Door,58.9,26.62,5,,128.7,Random,[537 585 476 598 504],0.5,52.6,10.0
2790,56.4,Green Door,52.22,54.23,5,,161.02,Random,[790 769 721 680 630],0.2,52.4,10.0
2791,17.6,Green Door,55.0,26.67,5,,124.19999999999999,Random,[790 769 721 680 630],0.5,51.6,10.0
2792,62.8,Key Door,51.64,56.68,5,,166.44,Random,[ 983 1045 1026  940  920],0.2,52.0,10.0
