,Recall,Accuracy,Precision,Concept,CPR,NumExp,F1Score,Examples,Encoding,Pattern Complexity,TH,PC
2737,41.6,68.4,89.66,Level Door,199.66,5,56.83,[560 495 426 564 356],External,,0.5,10.0
2738,63.2,65.4,66.11,Green Door,194.70999999999998,5,64.62,[701 785 600 633 689],External,,0.2,10.0
2739,18.4,53.2,60.53,Green Door,132.13,5,28.22,[701 785 600 633 689],External,,0.5,10.0
2740,18.0,54.4,66.18,Key Door,138.58,5,28.3,[1096  954 1091  923  943],External,,0.2,10.0
2741,8.4,52.8,75.0,Key Door,136.2,5,15.11,[1096  954 1091  923  943],External,,0.5,10.0
2742,12.8,52.6,62.75,Other Door,128.15,5,21.26,[1288 1158 1147 1205 1304],External,,0.2,10.0
2743,7.2,53.0,85.71,Other Door,145.90999999999997,5,13.28,[1288 1158 1147 1205 1304],External,,0.5,10.0
2744,22.8,56.0,67.86,Key,146.66,5,34.13,[ 336  830  240  313 1089],External,,0.2,10.0
2745,8.0,53.0,80.0,Key,141.0,5,14.55,[ 336  830  240  313 1089],External,,0.5,10.0
2746,12.4,55.6,91.18,Orb,159.18,5,21.83,[ 598  751  193 1024 1037],External,,0.2,10.0
2747,6.8,53.4,100.0,Orb,160.20000000000002,5,12.73,[ 598  751  193 1024 1037],External,,0.5,10.0
2748,68.4,78.4,85.5,Level Door,232.3,5,76.0,[446 477 363 444 473],Ext+Int,,0.2,10.0
2749,38.4,68.0,94.12,Level Door,200.52,5,54.55,[446 477 363 444 473],Ext+Int,,0.5,10.0
2750,58.0,64.0,65.91,Green Door,187.91,5,61.7,[726 776 827 814 623],Ext+Int,,0.2,10.0
2751,13.6,51.4,55.74,Green Door,120.74,5,21.87,[726 776 827 814 623],Ext+Int,,0.5,10.0
2752,32.0,56.2,62.02,Key Door,150.22,5,42.22,[ 927  986  938  909 1090],Ext+Int,,0.2,10.0
2753,5.6,52.4,87.5,Key Door,145.5,5,10.53,[ 927  986  938  909 1090],Ext+Int,,0.5,10.0
2754,12.0,54.2,76.92,Other Door,143.12,5,20.76,[1239 1344 1136 1259 1151],Ext+Int,,0.2,10.0
2755,1.6,50.6,80.0,Other Door,132.2,5,3.14,[1239 1344 1136 1259 1151],Ext+Int,,0.5,10.0
2756,23.2,40.2,35.15,Key,98.55,5,27.95,[301 343 249 348 282],Ext+Int,,0.2,10.0
2757,2.8,50.0,50.0,Key,102.8,5,5.3,[301 343 249 348 282],Ext+Int,,0.5,10.0
2758,16.0,53.4,63.49,Orb,132.89,5,25.56,[1321 1011  772 1304  175],Ext+Int,,0.2,10.0
2759,7.6,53.0,82.61,Orb,143.21,5,13.92,[1321 1011  772 1304  175],Ext+Int,,0.5,10.0
2760,62.0,65.6,66.81,Level Door,194.41,5,64.32,[487 385 446 525 402],Internal,,0.2,10.0
2761,25.2,60.4,85.14,Level Door,170.73999999999998,5,38.89,[487 385 446 525 402],Internal,,0.5,10.0
2762,52.0,64.2,68.78,Green Door,184.98000000000002,5,59.22,[602 752 664 727 626],Internal,,0.2,10.0
2763,40.0,64.2,77.52,Green Door,181.72,5,52.77,[602 752 664 727 626],Internal,,0.5,10.0
2764,46.4,53.2,53.7,Key Door,153.3,5,49.78,[1082 1011 1002  943  985],Internal,,0.2,10.0
2765,14.0,53.0,63.64,Key Door,130.64,5,22.95,[1082 1011 1002  943  985],Internal,,0.5,10.0
2766,51.2,72.0,87.67,Other Door,210.87,5,64.65,[1134 1180 1218 1339 1180],Internal,,0.2,10.0
2767,30.8,64.6,95.06,Other Door,190.46,5,46.53,[1134 1180 1218 1339 1180],Internal,,0.5,10.0
2768,19.2,52.0,55.81,Key,127.01,5,28.57,[ 213  225  823 1095  272],Internal,,0.2,10.0
2769,6.0,51.4,65.22,Key,122.62,5,10.99,[ 213  225  823 1095  272],Internal,,0.5,10.0
2770,69.2,72.8,74.57,Orb,216.57,5,71.78,[1329 1306 1300 1312 1315],Internal,,0.2,10.0
2771,38.4,64.6,80.67,Orb,183.67,5,52.03,[1329 1306 1300 1312 1315],Internal,,0.5,10.0
2772,61.2,75.0,84.53,Level Door,220.73000000000002,5,71.0,[413 501 582 415 574],External,,0.2,10.0
2773,43.6,69.8,91.6,Level Door,204.99999999999997,5,59.08,[413 501 582 415 574],External,,0.5,10.0
2774,17.6,55.8,74.58,Green Door,147.98,5,28.48,[612 843 753 748 734],External,,0.2,10.0
2775,2.4,51.0,85.71,Green Door,139.10999999999999,5,4.67,[612 843 753 748 734],External,,0.5,10.0
2776,4.0,51.0,66.67,Key Door,121.67,5,7.55,[ 876  978 1037 1009  998],External,,0.2,10.0
2777,1.6,50.6,80.0,Key Door,132.2,5,3.14,[ 876  978 1037 1009  998],External,,0.5,10.0
2778,11.2,55.4,96.55,Other Door,163.14999999999998,5,20.07,[1225 1346 1166 1201 1232],External,,0.2,10.0
2779,0.0,50.0,0.0,Other Door,0.0,5,0.0,[1225 1346 1166 1201 1232],External,,0.5,10.0
2780,14.8,42.4,33.04,Key,90.24,5,20.44,[264 840 334 803 808],External,,0.2,10.0
2781,1.6,49.4,36.36,Key,87.35999999999999,5,3.07,[264 840 334 803 808],External,,0.5,10.0
2782,43.6,62.8,70.78,Orb,177.17999999999998,5,53.96,[ 773 1345  789  568  782],External,,0.2,10.0
2783,22.8,56.6,70.37,Orb,149.77,5,34.44,[ 773 1345  789  568  782],External,,0.5,10.0
2784,46.8,70.2,87.97,Level Door,204.97000000000003,5,61.1,[388 530 487 415 350],Ext+Int,,0.2,10.0
2785,33.6,65.0,90.32,Level Door,188.92,5,48.98,[388 530 487 415 350],Ext+Int,,0.5,10.0
2786,30.8,53.6,56.62,Green Door,141.02,5,39.9,[747 833 770 633 775],Ext+Int,,0.2,10.0
2787,13.2,51.4,55.93,Green Door,120.53,5,21.36,[747 833 770 633 775],Ext+Int,,0.5,10.0
2788,26.8,55.4,62.62,Key Door,144.82,5,37.54,[ 929  987  992 1098  880],Ext+Int,,0.2,10.0
2789,12.4,53.6,70.45,Key Door,136.45000000000002,5,21.09,[ 929  987  992 1098  880],Ext+Int,,0.5,10.0
2790,22.8,50.2,50.44,Other Door,123.44,5,31.4,[1224 1230 1240 1126 1241],Ext+Int,,0.2,10.0
2791,5.2,50.0,50.0,Other Door,105.2,5,9.42,[1224 1230 1240 1126 1241],Ext+Int,,0.5,10.0
2792,30.0,52.6,54.74,Key,137.34,5,38.76,[ 332  245  313  232 1080],Ext+Int,,0.2,10.0
2793,4.8,51.2,66.67,Key,122.67,5,8.96,[ 332  245  313  232 1080],Ext+Int,,0.5,10.0
2794,28.8,54.0,58.06,Orb,140.86,5,38.5,[1036 1012  162  188 1300],Ext+Int,,0.2,10.0
2795,20.0,54.6,64.94,Orb,139.54,5,30.58,[1036 1012  162  188 1300],Ext+Int,,0.5,10.0
2796,80.0,83.0,85.11,Level Door,248.11,5,82.48,[595 413 357 498 368],Internal,,0.2,10.0
2797,38.8,66.2,85.84,Level Door,190.84000000000003,5,53.44,[595 413 357 498 368],Internal,,0.5,10.0
2798,58.4,63.4,64.89,Green Door,186.69,5,61.47,[741 761 828 671 758],Internal,,0.2,10.0
2799,18.8,57.0,79.66,Green Door,155.46,5,30.42,[741 761 828 671 758],Internal,,0.5,10.0
2800,30.8,54.8,59.23,Key Door,144.83,5,40.53,[ 914 1026  947 1075  890],Internal,,0.2,10.0
2801,14.4,54.8,75.0,Key Door,144.20000000000002,5,24.16,[ 914 1026  947 1075  890],Internal,,0.5,10.0
2802,41.6,61.0,67.97,Other Door,170.57,5,51.61,[1272 1181 1271 1113 1203],Internal,,0.2,10.0
2803,20.4,57.6,79.69,Other Door,157.69,5,32.48,[1272 1181 1271 1113 1203],Internal,,0.5,10.0
2804,40.4,62.0,71.13,Key,173.53,5,51.53,[ 248  333 1088  310 1099],Internal,,0.2,10.0
2805,17.2,55.6,74.14,Key,146.94,5,27.92,[ 248  333 1088  310 1099],Internal,,0.5,10.0
2806,62.0,73.0,79.49,Orb,214.49,5,69.66,[772 162 798 782 594],Internal,,0.2,10.0
2807,26.8,60.4,81.71,Orb,168.91,5,40.36,[772 162 798 782 594],Internal,,0.5,10.0
2808,58.0,74.6,86.83,Level Door,219.43,5,69.55,[552 561 479 457 453],External,,0.2,10.0
2809,36.4,65.4,86.67,Level Door,188.47,5,51.27,[552 561 479 457 453],External,,0.5,10.0
2810,19.6,56.8,76.56,Green Door,152.96,5,31.21,[695 829 649 703 829],External,,0.2,10.0
2811,6.8,52.2,73.91,Green Door,132.91,5,12.45,[695 829 649 703 829],External,,0.5,10.0
2812,16.4,54.8,70.69,Key Door,141.89,5,26.62,[1046  988 1057  974  918],External,,0.2,10.0
2813,8.0,52.6,74.07,Key Door,134.67,5,14.44,[1046  988 1057  974  918],External,,0.5,10.0
2814,23.6,61.4,96.72,Other Door,181.72,5,37.94,[1249 1276 1174 1115 1140],External,,0.2,10.0
2815,8.4,54.2,100.0,Other Door,162.6,5,15.5,[1249 1276 1174 1115 1140],External,,0.5,10.0
2816,8.8,51.4,59.46,Key,119.66,5,15.33,[810 222 309 326 214],External,,0.2,10.0
2817,0.4,50.0,50.0,Key,100.4,5,0.79,[810 222 309 326 214],External,,0.5,10.0
2818,16.8,55.2,72.41,Orb,144.41,5,27.27,[1037 1032 1008 1335 1003],External,,0.2,10.0
2819,6.4,52.0,72.73,Orb,131.13,5,11.76,[1037 1032 1008 1335 1003],External,,0.5,10.0
2820,70.0,78.4,84.13,Level Door,232.53,5,76.42,[402 503 560 468 369],Ext+Int,,0.2,10.0
2821,40.8,69.6,96.23,Level Door,206.63,5,57.3,[402 503 560 468 369],Ext+Int,,0.5,10.0
2822,54.0,67.4,73.77,Green Door,195.17000000000002,5,62.36,[807 802 761 660 680],Ext+Int,,0.2,10.0
2823,23.6,58.0,75.64,Green Door,157.23999999999998,5,35.98,[807 802 761 660 680],Ext+Int,,0.5,10.0
2824,15.6,47.4,42.86,Key Door,105.85999999999999,5,22.87,[1011  896 1054  980 1036],Ext+Int,,0.2,10.0
2825,7.2,51.8,66.67,Key Door,125.67,5,13.0,[1011  896 1054  980 1036],Ext+Int,,0.5,10.0
2826,38.8,55.8,58.79,Other Door,153.39,5,46.75,[1341 1295 1202 1135 1325],Ext+Int,,0.2,10.0
2827,10.0,52.4,65.79,Other Door,128.19,5,17.36,[1341 1295 1202 1135 1325],Ext+Int,,0.5,10.0
2828,17.6,50.6,51.76,Key,119.96000000000001,5,26.27,[1063  845 1058  825  284],Ext+Int,,0.2,10.0
2829,0.8,49.2,25.0,Key,75.0,5,1.55,[1063  845 1058  825  284],Ext+Int,,0.5,10.0
2830,13.6,49.4,47.89,Orb,110.88999999999999,5,21.18,[1019  795 1345  181 1319],Ext+Int,,0.2,10.0
2831,3.2,49.2,40.0,Orb,92.4,5,5.93,[1019  795 1345  181 1319],Ext+Int,,0.5,10.0
2832,66.4,73.6,77.57,Level Door,217.57,5,71.55,[564 509 387 470 473],Internal,,0.2,10.0
2833,18.8,58.8,94.0,Level Door,171.60000000000002,5,31.33,[564 509 387 470 473],Internal,,0.5,10.0
2834,62.0,61.2,61.02,Green Door,184.22,5,61.51,[601 637 846 769 826],Internal,,0.2,10.0
2835,29.2,62.2,85.88,Green Door,177.27999999999997,5,43.58,[601 637 846 769 826],Internal,,0.5,10.0
2836,44.8,60.0,64.37,Key Door,169.17000000000002,5,52.83,[ 880 1073  970  966  946],Internal,,0.2,10.0
2837,14.0,55.8,85.37,Key Door,155.17000000000002,5,24.06,[ 880 1073  970  966  946],Internal,,0.5,10.0
2838,42.0,66.8,83.33,Other Door,192.13,5,55.85,[1176 1160 1231 1335 1116],Internal,,0.2,10.0
2839,16.0,57.2,90.91,Other Door,164.11,5,27.21,[1176 1160 1231 1335 1116],Internal,,0.5,10.0
2840,36.0,61.6,73.77,Key,171.37,5,48.39,[1083  293 1090  262  242],Internal,,0.2,10.0
2841,21.2,57.6,77.94,Key,156.73999999999998,5,33.33,[1083  293 1090  262  242],Internal,,0.5,10.0
2842,65.2,74.4,79.9,Orb,219.5,5,71.81,[1314  569  560 1346 1309],Internal,,0.2,10.0
2843,45.6,67.2,80.28,Orb,193.08,5,58.16,[1314  569  560 1346 1309],Internal,,0.5,10.0
2844,65.2,76.4,84.02,Level Door,225.62,5,73.42,[591 417 362 407 545],External,,0.2,10.0
2845,46.4,70.2,88.55,Level Door,205.15,5,60.89,[591 417 362 407 545],External,,0.5,10.0
2846,46.0,63.8,71.43,Green Door,181.23000000000002,5,55.96,[699 696 675 707 645],External,,0.2,10.0
2847,28.4,61.2,82.56,Green Door,172.16,5,42.26,[699 696 675 707 645],External,,0.5,10.0
2848,29.6,57.2,66.07,Key Door,152.87,5,40.88,[ 921 1098 1054  984  934],External,,0.2,10.0
2849,6.8,52.8,85.0,Key Door,144.60000000000002,5,12.59,[ 921 1098 1054  984  934],External,,0.5,10.0
2850,23.6,60.4,89.39,Other Door,173.39,5,37.34,[1329 1283 1245 1118 1242],External,,0.2,10.0
2851,5.2,52.6,100.0,Other Door,157.79999999999998,5,9.89,[1329 1283 1245 1118 1242],External,,0.5,10.0
2852,14.0,48.2,44.3,Key,106.5,5,21.28,[1098  304  832 1071 1077],External,,0.2,10.0
2853,4.0,50.8,62.5,Key,117.3,5,7.52,[1098  304  832 1071 1077],External,,0.5,10.0
2854,11.2,51.0,54.9,Orb,117.10000000000001,5,18.6,[ 592  566 1338 1347 1334],External,,0.2,10.0
2855,1.6,50.4,66.67,Orb,118.66999999999999,5,3.13,[ 592  566 1338 1347 1334],External,,0.5,10.0
2856,50.0,68.6,79.62,Level Door,198.22,5,61.43,[524 539 350 444 520],Ext+Int,,0.2,10.0
2857,31.6,64.0,89.77,Level Door,185.36999999999998,5,46.75,[524 539 350 444 520],Ext+Int,,0.5,10.0
2858,37.6,62.2,74.02,Green Door,173.82,5,49.87,[732 701 847 683 732],Ext+Int,,0.2,10.0
2859,12.0,53.2,68.18,Green Door,133.38,5,20.41,[732 701 847 683 732],Ext+Int,,0.5,10.0
2860,9.6,51.2,57.14,Key Door,117.94,5,16.44,[1019  924 1093  948  925],Ext+Int,,0.2,10.0
2861,0.0,50.0,0.0,Key Door,0.0,5,0.0,[1019  924 1093  948  925],Ext+Int,,0.5,10.0
2862,19.2,52.4,57.14,Other Door,128.73999999999998,5,28.74,[1147 1258 1101 1263 1186],Ext+Int,,0.2,10.0
2863,3.6,51.4,81.82,Other Door,136.82,5,6.9,[1147 1258 1101 1263 1186],Ext+Int,,0.5,10.0
2864,24.0,46.6,43.8,Key,114.4,5,31.01,[213 845 274 341 225],Ext+Int,,0.2,10.0
2865,3.6,46.6,25.71,Key,75.91,5,6.32,[213 845 274 341 225],Ext+Int,,0.5,10.0
2866,38.0,57.4,62.09,Orb,157.49,5,47.15,[1035 1345  758 1307  772],Ext+Int,,0.2,10.0
2867,6.0,52.8,93.75,Orb,152.55,5,11.28,[1035 1345  758 1307  772],Ext+Int,,0.5,10.0
2868,71.6,77.6,81.36,Level Door,230.55999999999997,5,76.17,[385 598 362 599 390],Internal,,0.2,10.0
2869,14.8,56.8,92.5,Level Door,164.10000000000002,5,25.52,[385 598 362 599 390],Internal,,0.5,10.0
2870,59.6,67.4,70.62,Green Door,197.62,5,64.64,[680 814 823 724 779],Internal,,0.2,10.0
2871,36.0,64.6,84.11,Green Door,184.70999999999998,5,50.42,[680 814 823 724 779],Internal,,0.5,10.0
2872,47.6,63.8,70.41,Key Door,181.80999999999997,5,56.8,[ 875  862 1036  955  869],Internal,,0.2,10.0
2873,14.8,55.4,78.72,Key Door,148.92000000000002,5,24.92,[ 875  862 1036  955  869],Internal,,0.5,10.0
2874,55.6,74.8,90.26,Other Door,220.66,5,68.81,[1139 1176 1296 1116 1216],Internal,,0.2,10.0
2875,28.8,63.6,94.74,Other Door,187.14000000000001,5,44.17,[1139 1176 1296 1116 1216],Internal,,0.5,10.0
2876,10.4,53.0,70.27,Key,133.67,5,18.12,[ 821  823  286  331 1074],Internal,,0.2,10.0
2877,1.2,50.4,75.0,Key,126.60000000000001,5,2.36,[ 821  823  286  331 1074],Internal,,0.5,10.0
2878,68.0,76.0,80.95,Orb,224.95,5,73.91,[1315 1016  775  750 1305],Internal,,0.2,10.0
2879,33.6,64.2,86.6,Orb,184.4,5,48.42,[1315 1016  775  750 1305],Internal,,0.5,10.0
2880,66.4,77.2,84.69,Level Door,228.29,5,74.44,[504 391 442 519 570],External,,0.2,10.0
2881,48.0,71.0,88.89,Level Door,207.89,5,62.34,[504 391 442 519 570],External,,0.5,10.0
2882,10.8,54.2,81.82,Green Door,146.82,5,19.08,[680 681 815 671 750],External,,0.2,10.0
2883,4.8,52.2,92.31,Green Door,149.31,5,9.13,[680 681 815 671 750],External,,0.5,10.0
2884,18.0,55.6,72.58,Key Door,146.18,5,28.85,[908 948 910 924 893],External,,0.2,10.0
2885,0.4,50.2,100.0,Key Door,150.6,5,0.8,[908 948 910 924 893],External,,0.5,10.0
2886,6.0,49.2,44.12,Other Door,99.32,5,10.56,[1181 1133 1320 1347 1262],External,,0.2,10.0
2887,2.8,49.8,46.67,Other Door,99.27,5,5.28,[1181 1133 1320 1347 1262],External,,0.5,10.0
2888,21.2,55.0,65.43,Key,141.63,5,32.02,[210 259 307 335 248],External,,0.2,10.0
2889,1.2,50.6,100.0,Key,151.79999999999998,5,2.37,[210 259 307 335 248],External,,0.5,10.0
2890,25.6,57.6,71.11,Orb,154.31,5,37.65,[ 157 1337 1027  171  762],External,,0.2,10.0
2891,3.6,51.8,100.0,Orb,155.4,5,6.95,[ 157 1337 1027  171  762],External,,0.5,10.0
2892,53.6,72.4,85.9,Level Door,211.9,5,66.01,[576 579 444 400 476],Ext+Int,,0.2,10.0
2893,36.0,67.8,98.9,Level Door,202.7,5,52.79,[576 579 444 400 476],Ext+Int,,0.5,10.0
2894,49.2,62.6,67.21,Green Door,179.01,5,56.81,[647 787 648 788 689],Ext+Int,,0.2,10.0
2895,24.8,58.6,76.54,Green Door,159.94000000000003,5,37.46,[647 787 648 788 689],Ext+Int,,0.5,10.0
2896,27.6,54.8,60.53,Key Door,142.93,5,37.91,[954 937 997 853 981],Ext+Int,,0.2,10.0
2897,6.4,52.4,80.0,Key Door,138.8,5,11.85,[954 937 997 853 981],Ext+Int,,0.5,10.0
2898,33.2,56.2,61.48,Other Door,150.88,5,43.12,[1220 1257 1268 1295 1194],Ext+Int,,0.2,10.0
2899,10.8,54.2,81.82,Other Door,146.82,5,19.08,[1220 1257 1268 1295 1194],Ext+Int,,0.5,10.0
2900,20.0,46.8,43.1,Key,109.9,5,27.32,[ 313  242  334  216 1053],Ext+Int,,0.2,10.0
2901,0.8,50.0,50.0,Key,100.8,5,1.57,[ 313  242  334  216 1053],Ext+Int,,0.5,10.0
2902,49.6,62.4,66.67,Orb,178.67,5,56.88,[1334 1025  574 1338  184],Ext+Int,,0.2,10.0
2903,27.2,57.8,70.1,Orb,155.1,5,39.19,[1334 1025  574 1338  184],Ext+Int,,0.5,10.0
2904,80.0,83.2,85.47,Level Door,248.67000000000002,5,82.64,[535 397 439 357 466],Internal,,0.2,10.0
2905,40.8,66.8,85.0,Level Door,192.60000000000002,5,55.14,[535 397 439 357 466],Internal,,0.5,10.0
2906,63.2,69.8,72.81,Green Door,205.81,5,67.67,[629 846 753 804 665],Internal,,0.2,10.0
2907,35.6,64.8,85.58,Green Door,185.98,5,50.28,[629 846 753 804 665],Internal,,0.5,10.0
2908,42.4,59.2,63.86,Key Door,165.46,5,50.96,[1014 1017  999 1044  940],Internal,,0.2,10.0
2909,17.6,55.4,72.13,Key Door,145.13,5,28.3,[1014 1017  999 1044  940],Internal,,0.5,10.0
2910,52.8,66.6,72.93,Other Door,192.32999999999998,5,61.25,[1165 1108 1287 1328 1269],Internal,,0.2,10.0
2911,21.6,60.4,96.43,Other Door,178.43,5,35.29,[1165 1108 1287 1328 1269],Internal,,0.5,10.0
2912,41.6,51.4,51.74,Key,144.74,5,46.12,[1069  214  254  841  331],Internal,,0.2,10.0
2913,17.2,56.2,78.18,Key,151.57999999999998,5,28.2,[1069  214  254  841  331],Internal,,0.5,10.0
2914,61.2,72.8,79.69,Orb,213.69,5,69.23,[1034  758  557 1026 1016],Internal,,0.2,10.0
2915,33.6,61.4,75.68,Orb,170.68,5,46.54,[1034  758  557 1026 1016],Internal,,0.5,10.0
2916,60.4,73.2,81.18,Level Door,214.78,5,69.27,[579 443 447 401 466],External,,0.2,10.0
2917,40.8,68.2,90.27,Level Door,199.26999999999998,5,56.2,[579 443 447 401 466],External,,0.5,10.0
2918,17.6,55.4,72.13,Green Door,145.13,5,28.3,[651 649 632 649 773],External,,0.2,10.0
2919,2.0,50.4,62.5,Green Door,114.9,5,3.88,[651 649 632 649 773],External,,0.5,10.0
2920,26.0,55.4,63.11,Key Door,144.51,5,36.83,[ 929 1067  850 1069  854],External,,0.2,10.0
2921,10.4,53.8,78.79,Key Door,142.99,5,18.37,[ 929 1067  850 1069  854],External,,0.5,10.0
2922,15.2,57.0,92.68,Other Door,164.88,5,26.12,[1204 1265 1108 1152 1229],External,,0.2,10.0
2923,7.2,53.6,100.0,Other Door,160.79999999999998,5,13.43,[1204 1265 1108 1152 1229],External,,0.5,10.0
2924,5.6,50.8,58.33,Key,114.72999999999999,5,10.22,[251 833 845 258 251],External,,0.2,10.0
2925,0.4,50.2,100.0,Key,150.6,5,0.8,[251 833 845 258 251],External,,0.5,10.0
2926,30.8,58.6,69.37,Orb,158.77,5,42.66,[1003  186  782  570  153],External,,0.2,10.0
2927,15.6,53.8,66.1,Orb,135.5,5,25.24,[1003  186  782  570  153],External,,0.5,10.0
2928,56.8,70.0,77.17,Level Door,203.97000000000003,5,65.44,[570 411 364 419 458],Ext+Int,,0.2,10.0
2929,31.6,62.0,80.61,Level Door,174.21,5,45.4,[570 411 364 419 458],Ext+Int,,0.5,10.0
2930,54.8,70.6,80.12,Green Door,205.51999999999998,5,65.08,[647 687 695 654 714],Ext+Int,,0.2,10.0
2931,26.4,61.4,88.0,Green Door,175.8,5,40.62,[647 687 695 654 714],Ext+Int,,0.5,10.0
2932,28.0,58.0,70.0,Key Door,156.0,5,40.0,[1033  858  913  910 1015],Ext+Int,,0.2,10.0
2933,1.6,50.6,80.0,Key Door,132.2,5,3.14,[1033  858  913  910 1015],Ext+Int,,0.5,10.0
2934,20.4,49.2,48.11,Other Door,117.71000000000001,5,28.65,[1274 1312 1179 1192 1100],Ext+Int,,0.2,10.0
2935,1.6,50.8,100.0,Other Door,152.4,5,3.15,[1274 1312 1179 1192 1100],Ext+Int,,0.5,10.0
2936,23.2,52.4,55.77,Key,131.37,5,32.77,[1084  327  237  289 1058],Ext+Int,,0.2,10.0
2937,5.6,50.4,53.85,Key,109.85,5,10.14,[1084  327  237  289 1058],Ext+Int,,0.5,10.0
2938,41.2,62.8,72.54,Orb,176.54000000000002,5,52.55,[ 591  595  169 1044  161],Ext+Int,,0.2,10.0
2939,9.2,54.2,92.0,Orb,155.39999999999998,5,16.73,[ 591  595  169 1044  161],Ext+Int,,0.5,10.0
2940,71.2,78.0,82.41,Level Door,231.61,5,76.4,[488 575 455 373 572],Internal,,0.2,10.0
2941,40.8,68.6,91.89,Level Door,201.29000000000002,5,56.51,[488 575 455 373 572],Internal,,0.5,10.0
2942,62.0,69.4,72.77,Green Door,204.17000000000002,5,66.95,[697 793 784 725 803],Internal,,0.2,10.0
2943,16.0,56.8,86.96,Green Door,159.76,5,27.03,[697 793 784 725 803],Internal,,0.5,10.0
2944,20.8,57.0,75.36,Key Door,153.16000000000003,5,32.6,[ 994 1094 1092 1098  914],Internal,,0.2,10.0
2945,9.6,53.6,80.0,Key Door,143.2,5,17.14,[ 994 1094 1092 1098  914],Internal,,0.5,10.0
2946,47.6,61.8,66.48,Other Door,175.88,5,55.48,[1305 1223 1295 1134 1192],Internal,,0.2,10.0
2947,17.2,57.0,84.31,Other Door,158.51,5,28.57,[1305 1223 1295 1134 1192],Internal,,0.5,10.0
2948,12.4,43.4,32.63,Key,88.43,5,17.97,[ 320 1082 1078  832  278],Internal,,0.2,10.0
2949,3.6,49.2,40.91,Key,93.71,5,6.62,[ 320 1082 1078  832  278],Internal,,0.5,10.0
2950,72.4,70.6,69.88,Orb,212.88,5,71.12,[ 198  594  799 1302  767],Internal,,0.2,10.0
2951,12.0,52.4,62.5,Orb,126.9,5,20.13,[ 198  594  799 1302  767],Internal,,0.5,10.0
2952,60.4,75.2,85.8,Level Door,221.4,5,70.89,[382 567 362 531 460],External,,0.2,10.0
2953,32.0,64.0,88.89,Level Door,184.89,5,47.06,[382 567 362 531 460],External,,0.5,10.0
2954,18.4,56.6,77.97,Green Door,152.97,5,29.77,[836 729 702 697 716],External,,0.2,10.0
2955,6.4,52.6,84.21,Green Door,143.21,5,11.9,[836 729 702 697 716],External,,0.5,10.0
2956,12.4,54.2,75.61,Key Door,142.21,5,21.31,[883 989 952 899 876],External,,0.2,10.0
2957,4.8,52.2,92.31,Key Door,149.31,5,9.13,[883 989 952 899 876],External,,0.5,10.0
2958,17.2,57.8,91.49,Other Door,166.48999999999998,5,28.96,[1346 1261 1145 1331 1337],External,,0.2,10.0
2959,13.2,56.6,100.0,Other Door,169.79999999999998,5,23.32,[1346 1261 1145 1331 1337],External,,0.5,10.0
2960,8.4,51.0,56.76,Key,116.16,5,14.63,[ 288  213 1087  216  205],External,,0.2,10.0
2961,0.0,50.0,0.0,Key,0.0,5,0.0,[ 288  213 1087  216  205],External,,0.5,10.0
2962,32.4,61.0,75.7,Orb,169.1,5,45.38,[1315 1019  163  595  570],External,,0.2,10.0
2963,16.0,55.0,72.73,Orb,143.73000000000002,5,26.23,[1315 1019  163  595  570],External,,0.5,10.0
2964,33.6,61.0,74.34,Level Door,168.94,5,46.28,[358 552 580 353 556],Ext+Int,,0.2,10.0
2965,13.6,55.4,82.93,Level Door,151.93,5,23.37,[358 552 580 353 556],Ext+Int,,0.5,10.0
2966,60.8,67.4,70.05,Green Door,198.25,5,65.1,[669 748 723 770 836],Ext+Int,,0.2,10.0
2967,18.4,53.0,59.74,Green Door,131.14000000000001,5,28.13,[669 748 723 770 836],Ext+Int,,0.5,10.0
2968,18.0,53.6,62.5,Key Door,134.1,5,27.95,[ 861 1058  939  873 1074],Ext+Int,,0.2,10.0
2969,8.0,53.6,90.91,Key Door,152.51,5,14.71,[ 861 1058  939  873 1074],Ext+Int,,0.5,10.0
2970,25.2,56.0,65.62,Other Door,146.82,5,36.42,[1123 1235 1308 1117 1179],Ext+Int,,0.2,10.0
2971,12.4,54.6,79.49,Other Door,146.49,5,21.45,[1123 1235 1308 1117 1179],Ext+Int,,0.5,10.0
2972,25.2,50.6,51.22,Key,127.02,5,33.78,[ 210  819  275 1073  344],Ext+Int,,0.2,10.0
2973,1.6,49.6,40.0,Key,91.19999999999999,5,3.08,[ 210  819  275 1073  344],Ext+Int,,0.5,10.0
2974,31.2,59.2,70.91,Orb,161.31,5,43.33,[ 789  798  572 1040 1040],Ext+Int,,0.2,10.0
2975,7.6,49.4,46.34,Orb,103.34,5,13.06,[ 789  798  572 1040 1040],Ext+Int,,0.5,10.0
2976,72.4,75.8,77.68,Level Door,225.88000000000002,5,74.95,[408 470 382 536 350],Internal,,0.2,10.0
2977,39.6,66.4,85.34,Level Door,191.34,5,54.1,[408 470 382 536 350],Internal,,0.5,10.0
2978,53.6,65.6,70.53,Green Door,189.73,5,60.91,[764 713 797 780 738],Internal,,0.2,10.0
2979,42.4,65.8,79.7,Green Door,187.9,5,55.35,[764 713 797 780 738],Internal,,0.5,10.0
2980,47.6,58.4,60.71,Key Door,166.71,5,53.36,[1032  865 1099  990  972],Internal,,0.2,10.0
